01;0065401147;20220713;ITDY;N;2;0010637748;ITALBRIX SPA CEDI OSPITALETTO;VIA GIOVANNI FALCONE;OSPITALETTO;BS;25035;0010637748;ITALBRIX SPA CEDI OSPITALETTO;VIA GIOVANNI FALCONE;OSPITALETTO;BS;25035;9000124040;9000200931;;;ZC68;IT01;47180;20220704;6533.184;;862.080;673.920;KG;224.000;3.000;0.663;;0.255;Obbligatoria prenotazione scarico su TESI con numero d’ordine 47180;;02;;N;;Y;Y;;;;;;X;
02;0065401147;000010;D508;000000000077205414;10035566;KINDER PLUMCAKE YOG T6X15 FLO B;TAN;         128.000;KAR;         487.680;         380.160;KG;        3733.248;CDM;         2416.37;EUR;
02;0065401147;000020;E024;000000000077223474;10239325;KINDER PLUMCAKE C&DK CH DR T6X15 FLO B;TAN;          96.000;KAR;         374.400;         293.760;KG;        2799.936;CDM;         2179.23;EUR;
01;0065412471;20220713;ITDY;N;2;0010029944;PADIAL SPA;VIALE DEL COMMERCIO 3;PIACENZA;PC;29122;0010029944;PADIAL SPA;VIALE DEL COMMERCIO 3;PIACENZA;PC;29122;9000124039;9000200910;;;ZC68;IT01;007267;20220708;11122.280;;5036.773;4712.344;KG;771.000;4.000;4.117;;0.334;;;;;;;Y;Y;;;;;;X;
02;0065412471;000250;1012;000000000077199499;711840;NUTELLA G200X15 BI/SI-D REST;TAN;           9.000;DI;          53.550;          27.135;KG;          81.945;CDM;          294.00;EUR;
02;0065412471;000240;D696;000000000077221423;;ESTATHE BOT PES LT0,4X12 BT 100% RPE A;TAN;         378.000;VS;        1993.950;        1885.615;KG;        3622.752;CDM;         3076.62;EUR;
02;0065412471;000230;D508;000000000077205414;;KINDER PLUMCAKE YOG T6X15 FLO B;TAN;           3.000;KAR;          11.430;           8.910;KG;          87.498;CDM;           56.63;EUR;
02;0065412471;000220;D581;000000000077206736;;NUTELLA BISCUITS T22X10 SA/P NEW PAL;TAN;          24.000;FS;          86.400;          73.920;KG;         615.720;CDM;          551.86;EUR;
02;0065412471;000200;1371;000000000077221325;837020;ESTATHE BOT LIM LT1,5X6 BT BT100% RPE;TAN;          84.000;DI;         801.108;         782.762;KG;        1323.420;CDM;          737.53;EUR;
02;0065412471;000190;2795;000000000077221434;837010;ESTATHE BOT PES LT1,5X6 BT BT100% RPE;TAN;          84.000;DI;         801.108;         782.762;KG;        1323.420;CDM;          737.53;EUR;
02;0065412471;000180;1315;000000000077217019;837001;ESTATHE PES T3X24 BIC NUOVA CANN;TAN;          28.000;DI;         445.116;         418.925;KG;         985.936;CDM;          828.12;EUR;
02;0065412471;000170;B391;000000000077205253;761350;FIESTA T10X14 FLW PT S/D NEW;TAN;           8.000;KAR;          49.360;          42.000;KG;         250.800;CDM;          294.64;EUR;
02;0065412471;000160;C080;000000000077212308;761080;KINDER BRIOSS T10X12 FLW PT S/D NEW;TAN;          27.000;KAR;         111.240;          92.340;KG;         867.510;CDM;          852.01;EUR;
02;0065412471;000150;C084;000000000077212310;760810;KINDER COLAZIONE PIU T10X12 FLW PT S/D N;TAN;          18.000;KAR;          78.480;          65.880;KG;         578.340;CDM;          568.01;EUR;
02;0065412471;000140;C087;000000000077228336;760280;KINDER PAN E CIOC T10X12 FLO PAP FLOW;TAN;           9.000;KAR;          39.240;          32.940;KG;         289.170;CDM;          284.00;EUR;
02;0065412471;000130;D480;000000000077219801;;KINDER CIOCCOLATO T8X10 A/VS B;TAN;          10.000;DI;          11.300;          10.080;KG;          17.580;CDM;          115.65;EUR;
02;0065412471;000120;606;000000000077219796;750540;KINDER CIOCCOLATO T4X20 AS/C B;TAN;           6.000;DI;           6.720;           6.048;KG;          11.376;CDM;           90.57;EUR;
02;0065412471;000110;617;000000000077223946;750530;KINDER BUENO T2X30 ORZ NEW COVER;TAN;          12.000;DI;          18.456;          15.840;KG;          75.540;CDM;          240.29;EUR;
02;0065412471;000100;B819;000000000077191133;18873;NUTELLA B-READY T6X16 AST RES/B/UD17;TAN;           6.000;KAR;          16.980;          13.046;KG;         111.720;CDM;          145.19;EUR;
02;0065412471;000090;B786;000000000077225197;;ESTATHE BOT LIM 0 LT1,5X6 BT BT100% RPE;TAN;          10.000;DI;          92.660;          90.571;KG;         157.550;CDM;           87.80;EUR;
02;0065412471;000070;9832;000000000077219630;11295;NUTELLA G450X15 VT B;TAN;           9.000;VS;          95.805;          60.885;KG;         106.200;CDM;          432.69;EUR;
02;0065412471;000060;A999;000000000077212246;9275;ESTATHE LAT LIM LT0,33X24 LTN N/D;TAN;          22.000;VS;         191.620;         181.790;KG;         254.386;CDM;          362.24;EUR;
02;0065412471;000050;B000;000000000077212247;9274;ESTATHE LAT PES LT0,33X24 LTN N/D;TAN;          11.000;VS;          95.810;          90.895;KG;         127.193;CDM;          181.12;EUR;
02;0065412471;000040;6288;000000000077224653;37313;KINDER BUENO WH T(2X3)X10 FSC NEW COVER;TAN;           3.000;KAR;           4.380;           3.600;KG;          17.676;CDM;           48.90;EUR;
02;0065412471;000030;6287;000000000077223949;;KINDER BUENO WH T2X30 VRT NEW COVER;TAN;           4.000;DI;           5.720;           4.800;KG;          23.768;CDM;           80.09;EUR;
02;0065412471;000010;3057;000000000077228340;;BRIOSS ALB T10X12 FLO PAP FLOW;TAN;           6.000;KAR;          26.340;          21.600;KG;         192.780;CDM;          123.71;EUR;
01;0065413317;20220713;ITDY;N;3;0010003645;ARCA COMMERCIALE SRL  FANO;VIA TONIOLO 3- ZONA IND.;FANO;PU;61032;0010003645;ARCA COMMERCIALE SRL  FANO;VIA TONIOLO 3- ZONA IND.;FANO;PU;61032;9000120238;9000200181;;;ZC68;IT01;;00000000;3673.789;;1830.198;1727.391;KG;208.000;1.000;1.608;;0.920;;NO;;;N;N;Y;;;N;;7:00 - 11:00;;X;
02;0065413317;000200;C087;000000000077228336;;KINDER PAN E CIOC T10X12 FLO PAP FLOW;TAN;           1.000;KAR;           4.360;           3.660;KG;          32.130;CDM;           31.56;EUR;
02;0065413317;000190;1371;000000000077221325;;ESTATHE BOT LIM LT1,5X6 BT BT100% RPE;TAN;          21.000;DI;         200.277;         195.691;KG;         330.855;CDM;          175.18;EUR;
02;0065413317;000180;B485;000000000077217017;;ESTATHE LIM DE T3X24 BIC/SL NUOVA CANN;TAN;           2.000;KAR;          31.410;          29.808;KG;          70.424;CDM;           59.24;EUR;
02;0065413317;000170;D074;000000000077220935;;NUTELLA BISCUITS T22X40 SA/P NW/DI BASE;TAN;           1.000;FS;          14.900;          12.320;KG;         108.928;CDM;           91.97;EUR;
02;0065413317;000160;C080;000000000077212308;;KINDER BRIOSS T10X12 FLW PT S/D NEW;TAN;           3.000;KAR;          12.360;          10.260;KG;          96.390;CDM;           94.67;EUR;
02;0065413317;000150;1315;000000000077217019;;ESTATHE PES T3X24 BIC NUOVA CANN;TAN;          42.000;DI;         667.674;         628.387;KG;        1478.904;CDM;         1242.19;EUR;
02;0065413317;000140;2795;000000000077221434;;ESTATHE BOT PES LT1,5X6 BT BT100% RPE;TAN;          21.000;DI;         200.277;         195.691;KG;         330.855;CDM;          175.18;EUR;
02;0065413317;000120;D695;000000000077221404;;ESTATHE BOT LIM LT0,4X12 BT 100% RPE A;TAN;          36.000;VS;         189.900;         179.582;KG;         345.024;CDM;          293.01;EUR;
02;0065413317;000100;D696;000000000077221423;;ESTATHE BOT PES LT0,4X12 BT 100% RPE A;TAN;          36.000;VS;         189.900;         179.582;KG;         345.024;CDM;          293.01;EUR;
02;0065413317;000090;A513;000000000077199580;;NUTELLA G3000X2 PLA/BUC F/SER;TAN;          30.000;KAR;         187.800;         180.900;KG;         349.860;CDM;         1095.49;EUR;
02;0065413317;000060;A342;000000000077223686;;TRONKY T5X20 AS/C B;TAN;           1.000;DI;           2.530;           1.910;KG;           8.663;CDM;           28.66;EUR;
02;0065413317;000050;C690;000000000077212484;;ESTATHE BOT PES LT0,25X24 BOTT/VETRO N/D;TAN;           1.000;VS;          11.000;           6.235;KG;          16.513;CDM;           16.37;EUR;
02;0065413317;000020;C691;000000000077212483;;ESTATHE BOT LIM LT0,25X24 BOTT/VETRO N/D;TAN;           2.000;VS;          22.000;          12.470;KG;          33.026;CDM;           32.75;EUR;
02;0065413317;000010;B000;000000000077212247;;ESTATHE LAT PES LT0,33X24 LTN N/D;TAN;          11.000;VS;          95.810;          90.895;KG;         127.193;CDM;          181.12;EUR;
01;0065413317;20220713;ITDY;P;4;0010003645;ARCA COMMERCIALE SRL  FANO;VIA TONIOLO 3- ZONA IND.;FANO;PU;61032;0010003645;ARCA COMMERCIALE SRL  FANO;VIA TONIOLO 3- ZONA IND.;FANO;PU;61032;9000120238;9000200181;;;ZC68;IT01;;00000000;63.014;;10.200;10.200;KG;2.000;0.000;0.045;;0.000;;NO;;;N;N;Y;;;N;;7:00 - 11:00;;X;
02;0065413317;000030;ZFC4;000000000071067132;;Nutella C&C Totem Gelato Mag 22;ZC55;           1.000;1;           5.100;           5.100;KG;          33.165;CDM;            0.00;EUR;
02;0065413317;000080;ZFC3;000000000071067131;;Estathè C&C Totem Card Eni Summer  22;ZC55;           1.000;1;           5.100;           5.100;KG;          29.849;CDM;            0.00;EUR;
01;0065414659;20220713;ITDY;N;4;0010032954;SO.GE.GROSS SPA (CASH 43);STR.PER BIANDRATE 95;NOVARA;NO;28100;0010032954;SO.GE.GROSS SPA (CASH 43);STR.PER BIANDRATE 95;NOVARA;NO;28100;9000124073;9000200527;9000200527;9000200527;ZC68;IT01;;00000000;7683.869;;4653.273;4384.445;KG;606.000;5.000;0.648;;0.334;;NO;;;N;N;Y;;;Y;;;;X;
02;0065414659;000030;B000;000000000077212247;;ESTATHE LAT PES LT0,33X24 LTN N/D;TAN;         110.000;VS;         958.100;         908.952;KG;        1271.930;CDM;         1811.22;EUR;
02;0065414659;000040;A999;000000000077212246;;ESTATHE LAT LIM LT0,33X24 LTN N/D;TAN;         110.000;VS;         958.100;         908.952;KG;        1271.930;CDM;         1811.22;EUR;
02;0065414659;000060;D696;000000000077221423;;ESTATHE BOT PES LT0,4X12 BT 100% RPE A;TAN;         144.000;VS;         759.600;         718.330;KG;        1380.096;CDM;         1172.06;EUR;
02;0065414659;000080;B485;000000000077217017;;ESTATHE LIM DE T3X24 BIC/SL NUOVA CANN;TAN;           3.000;KAR;          47.115;          44.712;KG;         105.636;CDM;           88.88;EUR;
02;0065414659;000090;D262;000000000077200142;;NUTELLA G600X12 VT REST;TAN;           8.000;KAR;          93.680;          57.696;KG;         115.960;CDM;          415.34;EUR;
02;0065414659;000100;D695;000000000077221404;;ESTATHE BOT LIM LT0,4X12 BT 100% RPE A;TAN;         144.000;VS;         759.600;         718.330;KG;        1380.096;CDM;         1172.06;EUR;
02;0065414659;000110;2795;000000000077221434;;ESTATHE BOT PES LT1,5X6 BT BT100% RPE;TAN;          21.000;DI;         200.277;         195.691;KG;         330.855;CDM;          184.38;EUR;
02;0065414659;000120;1315;000000000077217019;;ESTATHE PES T3X24 BIC NUOVA CANN;TAN;          42.000;DI;         667.674;         628.387;KG;        1478.904;CDM;         1242.19;EUR;
02;0065414659;000150;1490;000000000077222184;;KINDER MAXI T6X20 FLO B;TAN;           3.000;DI;           8.850;           7.704;KG;          17.607;CDM;          102.39;EUR;
02;0065414659;000160;1371;000000000077221325;;ESTATHE BOT LIM LT1,5X6 BT BT100% RPE;TAN;          21.000;DI;         200.277;         195.691;KG;         330.855;CDM;          184.38;EUR;
01;0065414659;20220713;ITDY;P;3;0010032954;SO.GE.GROSS SPA (CASH 43);STR.PER BIANDRATE 95;NOVARA;NO;28100;0010032954;SO.GE.GROSS SPA (CASH 43);STR.PER BIANDRATE 95;NOVARA;NO;28100;9000124073;9000200527;9000200527;9000200527;ZC68;IT01;;00000000;63.014;;10.200;10.200;KG;2.000;0.000;0.045;;0.000;;NO;;;N;N;Y;;;Y;;;;X;
02;0065414659;000010;ZFC4;000000000071067132;;Nutella C&C Totem Gelato Mag 22;ZC55;           1.000;1;           5.100;           5.100;KG;          33.165;CDM;            0.00;EUR;
02;0065414659;000050;ZFC3;000000000071067131;;Estathè C&C Totem Card Eni Summer  22;ZC55;           1.000;1;           5.100;           5.100;KG;          29.849;CDM;            0.00;EUR;
